Job Name,label,Company Name,Job Type,Experience Required,Department,JD,City,Date Posted,Skills_List,Normalized_Skills,clean_jd,month,JD_cleaned,Experience_Years,IT_Skills,CS_Skills,IT_Skills_Count,CS_Skills_Count,Python_Demand,ML_Demand,DataScience_Demand,Cloud_Demand,Skill_Gap_Score,Combined_Text,High_Demand,Demand_Score,JD_Cleaned,Extracted_Skills,Cleaned_JD,Exp_Years,City_Code,Dept_Code,Estimated_Salary
Full Time Graphic Designer Jobs in Pakistan,Normal Job,"Al Khair Distributor - MTEK Hygiene Pvt Ltd, Pakistan",Full Time Job,2 Years Job Exp.,Healthcare Jobs,"Al Khair Distributor &amp; MTEK Hygiene Pvt Ltd is Urgently looking for an Expert Graphic Designer who can work proficiently on Adobe Photoshop, Illustrator, Adobe In design. Other tools are essential.Candidates should have strong creativity and desi",Karachi,2020-08-05,"['al khair distributor &amp', 'mtek hygiene pvt ltd is urgently looking for an expert graphic designer who can work proficiently on adobe photoshop', 'illustrator', 'adobe in design', 'other tools are essential', 'candidates should have strong creativity and desi']","['al khair distributor &amp', 'mtek hygiene pvt ltd is urgently looking for an expert graphic designer who can work proficiently on adobe photoshop', 'illustrator', 'adobe in design', 'other tools are essential', 'candidates should have strong creativity and desi']",al khair distributor amp mtek hygiene pvt ltd is urgently looking for an expert graphic designer who can work proficiently on adobe photoshop illustrator adobe in design other tools are essential candidates should have strong creativity and desi,2020-08,al khair distributor amp mtek hygiene pvt ltd is urgently looking for an expert graphic designer who can work proficiently on adobe photoshop illustrator adobe in design other tools are essential candidates should have strong creativity and desi,2,['ai'],[],1,0,0,0,0,0,0.2333333333333333,"Full Time Graphic Designer Jobs in Pakistan Al Khair Distributor &amp; MTEK Hygiene Pvt Ltd is Urgently looking for an Expert Graphic Designer who can work proficiently on Adobe Photoshop, Illustrator, Adobe In design. Other tools are essential.Candidates should have strong creativity and desi Healthcare Jobs",0,4.829350352779371e-13,al khair distributor amp mtek hygiene pvt ltd is urgently looking for an expert graphic designer who can work proficiently on adobe photoshop illustrator adobe in design other tools are essential candidates should have strong creativity and desi,['r'],al khair distributor amp mtek hygiene pvt ltd is urgently looking for an expert graphic designer who can work proficiently on adobe photoshop illustrator adobe in design other tools are essentialcandidates should have strong creativity and desi,2,43,44,75000
Full Time Sales Executive  Jobs in Pakistan,Normal Job,"Danish Belt Store , Pakistan",Full Time Job,< 1 Year,Retail Jobs,We looking for a good candidate with best quality of sales experience.Interested candidates are welcome to apply now.,Faisalabad,2020-08-05,"['we looking for a good candidate with best quality of sales experience', 'interested candidates are welcome to apply now']","['we looking for a good candidate with best quality of sales experience', 'interested candidates are welcome to apply now']",we looking for a good candidate with best quality of sales experience interested candidates are welcome to apply now,2020-08,we looking for a good candidate with best quality of sales experience interested candidates are welcome to apply now,1,[],['sales'],0,1,0,0,0,0,0.19999999999999998,Full Time Sales Executive  Jobs in Pakistan We looking for a good candidate with best quality of sales experience.Interested candidates are welcome to apply now. Retail Jobs,0,2.2061167715257164e-36,we looking for a good candidate with best quality of sales experience interested candidates are welcome to apply now,['r'],we looking for a good candidate with best quality of sales experienceinterested candidates are welcome to apply now,1,26,91,50000
Full Time Ios Developer Job in Pakistan,Normal Job,"NeeoPal, Pakistan",Full Time Job,5 Years Job Exp.,IT Job,"Job Description:&bull; 2 to 5 years of experience in iOS development&bull; Proficient with Swift and Cocoa Touch
&bull; Experience with iOS frameworks such as Core Data, Core Animation, Core Graphics etc.
&bull; Experience with third-party libraries",Lahore,2020-08-05,"['job description:&bull', '2 to 5 years of experience in ios development&bull', 'proficient with swift and cocoa touch &bull', 'experience with ios frameworks such as core data', 'core animation', 'core graphics etc', 'experience with third-party libraries']","['job description:&bull', 'to  years of experience in ios development&bull', 'proficient with swift and cocoa touch &bull', 'experience with ios frameworks such as core data', 'core animation', 'core graphics etc', 'experience with third-party libraries']",job description bull 2 to 5 years of experience in ios development bull proficient with swift and cocoa touch bull experience with ios frameworks such as core data core animation core graphics etc bull experience with third party libraries,2020-08,job description bull 2 to 5 years of experience in ios development bull proficient with swift and cocoa touch bull experience with ios frameworks such as core data core animation core graphics etc bull experience with third-party libraries,5,[],[],0,0,0,0,0,0,0.0,"Full Time Ios Developer Job in Pakistan Job Description:&bull; 2 to 5 years of experience in iOS development&bull; Proficient with Swift and Cocoa Touch
&bull; Experience with iOS frameworks such as Core Data, Core Animation, Core Graphics etc.
&bull; Experience with third-party libraries IT Job",0,7.47920171975669e-13,job description bull 2 to 5 years of experience in ios development bull proficient with swift and cocoa touch bull experience with ios frameworks such as core data core animation core graphics etc bull experience with third party libraries,['r'],"job descriptionbull  to  years of experience in ios developmentbull proficient with swift and cocoa touch
bull experience with ios frameworks such as core data core animation core graphics etc
bull experience with thirdparty libraries",5,49,49,140000
Full Time BBQ / Tandoor Expert Jobs in Pakistan,Normal Job,"CC Foods, Pakistan",Full Time Job,< 1 Year,Hospitality Jobs,Need a BBQ man plus a Tandoor wala Food will be providedAccomodation will be provided,Islamabad,2020-08-05,['need a bbq man plus a tandoor wala food will be providedaccomodation will be provided'],['need a bbq man plus a tandoor wala food will be providedaccomodation will be provided'],need a bbq man plus a tandoor wala food will be providedaccomodation will be provided,2020-08,need a bbq man plus a tandoor wala food will be providedaccomodation will be provided,1,[],[],0,0,0,0,0,0,0.0,Full Time BBQ / Tandoor Expert Jobs in Pakistan Need a BBQ man plus a Tandoor wala Food will be providedAccomodation will be provided Hospitality Jobs,0,7.152101361153996e-17,need a bbq man plus a tandoor wala food will be providedaccomodation will be provided,['r'],need a bbq man plus a tandoor wala food will be providedaccomodation will be provided,1,37,46,60000
Full Time React Native Developer Jobs in Pakistan,Normal Job,"Digit Solutions, Pakistan",Full Time Job,1 Year Job Exp.,IT Jobs,"Build pixel-perfect UIs across both mobile platforms.
Diagnose and fix bugs and performance bottlenecks for performance that feels native.
Maintain code and write automated tests to ensure the product is of the highest quality.
Understanding of Rest",Islamabad,2020-08-05,"['build pixel-perfect uis across both mobile platforms', 'diagnose and fix bugs and performance bottlenecks for performance that feels native', 'maintain code and write automated tests to ensure the product is of the highest quality', 'understanding of rest']","['build pixel-perfect uis across both mobile platforms', 'diagnose and fix bugs and performance bottlenecks for performance that feels native', 'maintain code and write automated tests to ensure the product is of the highest quality', 'understanding of rest']",build pixel perfect uis across both mobile platforms diagnose and fix bugs and performance bottlenecks for performance that feels native maintain code and write automated tests to ensure the product is of the highest quality understanding of rest,2020-08,build pixel-perfect uis across both mobile platforms diagnose and fix bugs and performance bottlenecks for performance that feels native maintain code and write automated tests to ensure the product is of the highest quality understanding of rest,1,['ai'],[],1,0,0,0,0,0,0.35,"Full Time React Native Developer Jobs in Pakistan Build pixel-perfect UIs across both mobile platforms.
Diagnose and fix bugs and performance bottlenecks for performance that feels native.
Maintain code and write automated tests to ensure the product is of the highest quality.
Understanding of Rest IT Jobs",0,6.000058089261628e-11,build pixel perfect uis across both mobile platforms diagnose and fix bugs and performance bottlenecks for performance that feels native maintain code and write automated tests to ensure the product is of the highest quality understanding of rest,['r'],"build pixelperfect uis across both mobile platforms
diagnose and fix bugs and performance bottlenecks for performance that feels native
maintain code and write automated tests to ensure the product is of the highest quality
understanding of rest",1,37,50,80000
Full Time MERN Stack Developer Job in Pakistan,Normal Job,"Digit Solutions, Pakistan",Full Time Job,1 Year Job Exp.,IT Job,"Building interactive data from multiple systems and Restfully abstract to the UI through a Node.js backend
Define code architecture decisions to support a high-performance and scalable product
Address and improve any technical issues
Develop REST and",Islamabad,2020-08-05,"['building interactive data from multiple systems and restfully abstract to the ui through a node', 'js backend define code architecture decisions to support a high-performance and scalable product address and improve any technical issues develop rest and']","['building interactive data from multiple systems and restfully abstract to the ui through a node', 'js backend define code architecture decisions to support a high-performance and scalable product address and improve any technical issues develop rest and']",building interactive data from multiple systems and restfully abstract to the ui through a node js backend define code architecture decisions to support a high performance and scalable product address and improve any technical issues develop rest and,2020-08,building interactive data from multiple systems and restfully abstract to the ui through a node js backend define code architecture decisions to support a high-performance and scalable product address and improve any technical issues develop rest and,1,[],[],0,0,0,0,0,0,0.0,"Full Time MERN Stack Developer Job in Pakistan Building interactive data from multiple systems and Restfully abstract to the UI through a Node.js backend
Define code architecture decisions to support a high-performance and scalable product
Address and improve any technical issues
Develop REST and IT Job",0,1.0144317298069888e-14,building interactive data from multiple systems and restfully abstract to the ui through a node js backend define code architecture decisions to support a high performance and scalable product address and improve any technical issues develop rest and,['r'],"building interactive data from multiple systems and restfully abstract to the ui through a nodejs backend
define code architecture decisions to support a highperformance and scalable product
address and improve any technical issues
develop rest and",1,37,49,80000
Full Time Unity 3D Developer Job in Pakistan,Gallery Job,"Rational Studios, Pakistan",Full Time Job,< 1 Year,Computer Software Job,"We are hiring a Unity 3D Game Developer.Candidates with good analytical skills, unity3d knowledge are invited to apply.",Lahore,2020-08-05,"['we are hiring a unity 3d game developer', 'candidates with good analytical skills', 'unity3d knowledge are invited to apply']","['we are hiring a unity d game developer', 'candidates with good analytical skills', 'unityd knowledge are invited to apply']",we are hiring a unity 3d game developer candidates with good analytical skills unity3d knowledge are invited to apply,2020-08,we are hiring a unity 3d game developer candidates with good analytical skills unity3d knowledge are invited to apply,1,[],[],0,0,0,0,0,0,0.0,"Full Time Unity 3D Developer Job in Pakistan We are hiring a Unity 3D Game Developer.Candidates with good analytical skills, unity3d knowledge are invited to apply. Computer Software Job",0,2.5835150722212934e-21,we are hiring a unity 3d game developer candidates with good analytical skills unity3d knowledge are invited to apply,['r'],we are hiring a unity d game developercandidates with good analytical skills unityd knowledge are invited to apply,1,49,19,80000
Full Time Inbound Sales Specialist Jobs in Pakistan,Gallery Job,"ibex, Pakistan",Full Time Job,Job for Students,Customer Service,"An Inbound Sales Specialist plays an important in achieving our ambitious customer acquisition and revenue growth objectives. S/he is comfortable receiving a healthy number of calls per day, generating interest, qualifying prospects, closing sales an",Islamabad,2020-08-05,"['an inbound sales specialist plays an important in achieving our ambitious customer acquisition and revenue growth objectives', 's/he is comfortable receiving a healthy number of calls per day', 'generating interest', 'qualifying prospects', 'closing sales an']","['an inbound sales specialist plays an important in achieving our ambitious customer acquisition and revenue growth objectives', 's/he is comfortable receiving a healthy number of calls per day', 'generating interest', 'qualifying prospects', 'closing sales an']",an inbound sales specialist plays an important in achieving our ambitious customer acquisition and revenue growth objectives s he is comfortable receiving a healthy number of calls per day generating interest qualifying prospects closing sales an,2020-08,an inbound sales specialist plays an important in achieving our ambitious customer acquisition and revenue growth objectives s he is comfortable receiving a healthy number of calls per day generating interest qualifying prospects closing sales an,0,[],['sales'],0,1,0,0,0,0,0.3,"Full Time Inbound Sales Specialist Jobs in Pakistan An Inbound Sales Specialist plays an important in achieving our ambitious customer acquisition and revenue growth objectives. S/he is comfortable receiving a healthy number of calls per day, generating interest, qualifying prospects, closing sales an Customer Service",0,1.3264433419933e-30,an inbound sales specialist plays an important in achieving our ambitious customer acquisition and revenue growth objectives s he is comfortable receiving a healthy number of calls per day generating interest qualifying prospects closing sales an,['r'],an inbound sales specialist plays an important in achieving our ambitious customer acquisition and revenue growth objectives she is comfortable receiving a healthy number of calls per day generating interest qualifying prospects closing sales an,0,37,27,45000
Full Time Image Editor Jobs in Pakistan,Gallery Job,"ibex, Pakistan",Full Time Job,Job for Students,Customer Service,"Location: KarachiSalary: Up to PKR 40,000Working Hours: 9Job Shift: Morning &amp; EveningKey Responsibilities:Complete day-to-day image processing tasksContribute to team effort by accomplishing related results as neededEdit images that identify a pr",Karachi,2020-08-05,"['location: karachisalary: up to pkr 40', '000working hours: 9job shift: morning &amp', 'eveningkey responsibilities:complete day-to-day image processing taskscontribute to team effort by accomplishing related results as needededit images that identify a pr']","['location: karachisalary: up to pkr', 'working hours: job shift: morning &amp', 'eveningkey responsibilities:complete day-to-day image processing taskscontribute to team effort by accomplishing related results as needededit images that identify a pr']",location karachisalary up to pkr 40 000working hours 9job shift morning amp eveningkey responsibilities complete day to day image processing taskscontribute to team effort by accomplishing related results as needededit images that identify a pr,2020-08,location karachisalary up to pkr 40 000working hours 9job shift morning amp eveningkey responsibilities complete day-to-day image processing taskscontribute to team effort by accomplishing related results as needededit images that identify a pr,0,[],[],0,0,0,0,0,0,0.0,"Full Time Image Editor Jobs in Pakistan Location: KarachiSalary: Up to PKR 40,000Working Hours: 9Job Shift: Morning &amp; EveningKey Responsibilities:Complete day-to-day image processing tasksContribute to team effort by accomplishing related results as neededEdit images that identify a pr Customer Service",0,3.159883961147355e-23,location karachisalary up to pkr 40 000working hours 9job shift morning amp eveningkey responsibilities complete day to day image processing taskscontribute to team effort by accomplishing related results as needededit images that identify a pr,['r'],location karachisalary up to pkr working hours job shift morning amp eveningkey responsibilitiescomplete daytoday image processing taskscontribute to team effort by accomplishing related results as needededit images that identify a pr,0,43,27,45000
Full Time Front End Developer  Job in Pakistan,Normal Job,"ECOMPK (Pvt.) Ltd, Pakistan",Full Time Job,2 Years Job Exp.,Web & E-commerce Job,"ECOMPK (Pvt.) Ltd is looking for an experienced and knowledgeable Front-End Developer. As a Front End Developer, you should have solid front-end skills especially on Magento platform.Kindly share your resume Subject Title &quot;Senior Front End Devel",Karachi,2020-08-05,"['ecompk (pvt', ') ltd is looking for an experienced and knowledgeable front-end developer', 'as a front end developer', 'you should have solid front-end skills especially on magento platform', 'kindly share your resume subject title &quot', 'senior front end devel']","['ecompk (pvt', ') ltd is looking for an experienced and knowledgeable front-end developer', 'as a front end developer', 'you should have solid front-end skills especially on magento platform', 'kindly share your resume subject title &quot', 'senior front end devel']",ecompk pvt ltd is looking for an experienced and knowledgeable front end developer as a front end developer you should have solid front end skills especially on magento platform kindly share your resume subject title quot senior front end devel,2020-08,ecompk pvt ltd is looking for an experienced and knowledgeable front-end developer as a front end developer you should have solid front-end skills especially on magento platform kindly share your resume subject title quot senior front end devel,2,[],[],0,0,0,0,0,0,0.0,"Full Time Front End Developer  Job in Pakistan ECOMPK (Pvt.) Ltd is looking for an experienced and knowledgeable Front-End Developer. As a Front End Developer, you should have solid front-end skills especially on Magento platform.Kindly share your resume Subject Title &quot;Senior Front End Devel Web & E-commerce Job",0,6.614616339775984e-16,ecompk pvt ltd is looking for an experienced and knowledgeable front end developer as a front end developer you should have solid front end skills especially on magento platform kindly share your resume subject title quot senior front end devel,['r'],ecompk pvt ltd is looking for an experienced and knowledgeable frontend developer as a front end developer you should have solid frontend skills especially on magento platformkindly share your resume subject title quotsenior front end devel,2,43,109,75000
Full Time Email And Chat Support Executive - Foodpanda Jobs in Pakistan,Gallery Job,"ibex, Pakistan",Full Time Job,Job for Students,Customer Service,"Responsible for acting as a liaison between our customer and the respective client. Provides assistance via Chat and/or Email to the customers with their questions, issues, new orders, service delivery requirements, billing, and any other query. Esca",Karachi,2020-08-05,"['responsible for acting as a liaison between our customer and the respective client', 'provides assistance via chat and/or email to the customers with their questions', 'issues', 'new orders', 'service delivery requirements', 'billing', 'and any other query', 'esca']","['responsible for acting as a liaison between our customer and the respective client', 'provides assistance via chat and/or email to the customers with their questions', 'issues', 'new orders', 'service delivery requirements', 'billing', 'and any other query', 'esca']",responsible for acting as a liaison between our customer and the respective client provides assistance via chat and or email to the customers with their questions issues new orders service delivery requirements billing and any other query esca,2020-08,responsible for acting as a liaison between our customer and the respective client provides assistance via chat and or email to the customers with their questions issues new orders service delivery requirements billing and any other query esca,0,['ai'],[],1,0,0,0,0,0,0.7,"Full Time Email And Chat Support Executive - Foodpanda Jobs in Pakistan Responsible for acting as a liaison between our customer and the respective client. Provides assistance via Chat and/or Email to the customers with their questions, issues, new orders, service delivery requirements, billing, and any other query. Esca Customer Service",0,1.6295023629268188e-28,responsible for acting as a liaison between our customer and the respective client provides assistance via chat and or email to the customers with their questions issues new orders service delivery requirements billing and any other query esca,['r'],responsible for acting as a liaison between our customer and the respective client provides assistance via chat andor email to the customers with their questions issues new orders service delivery requirements billing and any other query esca,0,43,27,45000
Full Time Email And Chat Support Executive - Domestic Jobs in Pakistan,Gallery Job,"ibex, Pakistan",Full Time Job,Job for Students,Customer Service,"Responsible for acting as a liaison between our customer and the respective client. Provides assistance via Chat and/or Email to the customers with their questions, issues, new orders, service delivery requirements, billing, and any other query. Esca",Islamabad,2020-08-05,"['responsible for acting as a liaison between our customer and the respective client', 'provides assistance via chat and/or email to the customers with their questions', 'issues', 'new orders', 'service delivery requirements', 'billing', 'and any other query', 'esca']","['responsible for acting as a liaison between our customer and the respective client', 'provides assistance via chat and/or email to the customers with their questions', 'issues', 'new orders', 'service delivery requirements', 'billing', 'and any other query', 'esca']",responsible for acting as a liaison between our customer and the respective client provides assistance via chat and or email to the customers with their questions issues new orders service delivery requirements billing and any other query esca,2020-08,responsible for acting as a liaison between our customer and the respective client provides assistance via chat and or email to the customers with their questions issues new orders service delivery requirements billing and any other query esca,0,['ai'],[],1,0,0,0,0,0,0.7,"Full Time Email And Chat Support Executive - Domestic Jobs in Pakistan Responsible for acting as a liaison between our customer and the respective client. Provides assistance via Chat and/or Email to the customers with their questions, issues, new orders, service delivery requirements, billing, and any other query. Esca Customer Service",0,1.6295023629268188e-28,responsible for acting as a liaison between our customer and the respective client provides assistance via chat and or email to the customers with their questions issues new orders service delivery requirements billing and any other query esca,['r'],responsible for acting as a liaison between our customer and the respective client provides assistance via chat andor email to the customers with their questions issues new orders service delivery requirements billing and any other query esca,0,37,27,45000
Full Time Customer Support Executive Jobs in Pakistan,Gallery Job,"Software Base Solutions, Pakistan",Full Time Job,2 Years Job Exp.,Support Services Jobs,We are looking for a proactive and energetic individual to join our team as an I.T Support Officer. Proven customer support experience is mandatory. Identify and assess customers needs to achieve satisfaction. Excellent communication and presentation,Islamabad,2020-08-05,"['we are looking for a proactive and energetic individual to join our team as an i', 't support officer', 'proven customer support experience is mandatory', 'identify and assess customers needs to achieve satisfaction', 'excellent communication and presentation']","['we are looking for a proactive and energetic individual to join our team as an i', 't support officer', 'proven customer support experience is mandatory', 'identify and assess customers needs to achieve satisfaction', 'excellent communication and presentation']",we are looking for a proactive and energetic individual to join our team as an i t support officer proven customer support experience is mandatory identify and assess customers needs to achieve satisfaction excellent communication and presentation,2020-08,we are looking for a proactive and energetic individual to join our team as an i t support officer proven customer support experience is mandatory identify and assess customers needs to achieve satisfaction excellent communication and presentation,2,[],"['communication', 'customer support']",0,2,0,0,0,0,0.19999999999999998,Full Time Customer Support Executive Jobs in Pakistan We are looking for a proactive and energetic individual to join our team as an I.T Support Officer. Proven customer support experience is mandatory. Identify and assess customers needs to achieve satisfaction. Excellent communication and presentation Support Services Jobs,0,5.482253475783056e-28,we are looking for a proactive and energetic individual to join our team as an i t support officer proven customer support experience is mandatory identify and assess customers needs to achieve satisfaction excellent communication and presentation,"['communication', 'r', 'excel']",we are looking for a proactive and energetic individual to join our team as an it support officer proven customer support experience is mandatory identify and assess customers needs to achieve satisfaction excellent communication and presentation,2,37,104,75000
Full Time Customer Support Executive - Domestic Jobs in Pakistan,Gallery Job,"ibex, Pakistan",Full Time Job,Job for Students,Customer Service,"Responsible for acting as a liaison between our customer and the respective client. Provides assistance to the customers with their questions, issues, new orders, service delivery requirements, billing, and any other query.Handling chats/emails/calls",Islamabad,2020-08-05,"['responsible for acting as a liaison between our customer and the respective client', 'provides assistance to the customers with their questions', 'issues', 'new orders', 'service delivery requirements', 'billing', 'and any other query', 'handling chats/emails/calls']","['responsible for acting as a liaison between our customer and the respective client', 'provides assistance to the customers with their questions', 'issues', 'new orders', 'service delivery requirements', 'billing', 'and any other query', 'handling chats/emails/calls']",responsible for acting as a liaison between our customer and the respective client provides assistance to the customers with their questions issues new orders service delivery requirements billing and any other query handling chats emails calls,2020-08,responsible for acting as a liaison between our customer and the respective client provides assistance to the customers with their questions issues new orders service delivery requirements billing and any other query handling chats emails calls,0,['ai'],[],1,0,0,0,0,0,0.7,"Full Time Customer Support Executive - Domestic Jobs in Pakistan Responsible for acting as a liaison between our customer and the respective client. Provides assistance to the customers with their questions, issues, new orders, service delivery requirements, billing, and any other query.Handling chats/emails/calls Customer Service",0,2.1542224577576073e-29,responsible for acting as a liaison between our customer and the respective client provides assistance to the customers with their questions issues new orders service delivery requirements billing and any other query handling chats emails calls,['r'],responsible for acting as a liaison between our customer and the respective client provides assistance to the customers with their questions issues new orders service delivery requirements billing and any other queryhandling chatsemailscalls,0,37,27,45000
Full Time Spanish Speaker Jobs in Pakistan,Gallery Job,"ibex, Pakistan",Full Time Job,Job for Students,Customer Service,Job Overview: Location : KarachiSalary :Working Hours: 9Job Shift: RotationalKey Responsibilities:Job Specification:Intermediate or aboveAge limit: 18-45Excellent communicationProficiency with MS Office particularly MS ExcelFlexibility to work in shi,Karachi,2020-08-05,['job overview: location : karachisalary :working hours: 9job shift: rotationalkey responsibilities:job specification:intermediate or aboveage limit: 18-45excellent communicationproficiency with ms office particularly ms excelflexibility to work in shi'],['job overview: location : karachisalary :working hours: job shift: rotationalkey responsibilities:job specification:intermediate or aboveage limit: -excellent communicationproficiency with ms office particularly ms excelflexibility to work in shi'],job overview location karachisalary working hours 9job shift rotationalkey responsibilities job specification intermediate or aboveage limit 18 45excellent communicationproficiency with ms office particularly ms excelflexibility to work in shi,2020-08,job overview location karachisalary working hours 9job shift rotationalkey responsibilities job specification intermediate or aboveage limit 18-45excellent communicationproficiency with ms office particularly ms excelflexibility to work in shi,0,[],['communication'],0,1,0,0,0,0,0.3,Full Time Spanish Speaker Jobs in Pakistan Job Overview: Location : KarachiSalary :Working Hours: 9Job Shift: RotationalKey Responsibilities:Job Specification:Intermediate or aboveAge limit: 18-45Excellent communicationProficiency with MS Office particularly MS ExcelFlexibility to work in shi Customer Service,0,3.8440679467375874e-22,job overview location karachisalary working hours 9job shift rotationalkey responsibilities job specification intermediate or aboveage limit 18 45excellent communicationproficiency with ms office particularly ms excelflexibility to work in shi,"['communication', 'r', 'excel']",job overview location  karachisalary working hours job shift rotationalkey responsibilitiesjob specificationintermediate or aboveage limit excellent communicationproficiency with ms office particularly ms excelflexibility to work in shi,0,43,27,45000
Full Time Marketing Executive  Jobs in Pakistan,Normal Job,"Mirog Holding Pvt Ltd, Pakistan",Full Time Job,5 Years Job Exp.,Admin Jobs,"Location: Islamabad
A marketing firm required experienced Dynamic Male/ Female having MBA Education, well versed with Marketing of Real Estate Prestigious Projects.
Interested candidates may send their CV now
Timings 10 AM to 6 PM",Islamabad,2020-08-05,"['location: islamabad a marketing firm required experienced dynamic male/ female having mba education', 'well versed with marketing of real estate prestigious projects', 'interested candidates may send their cv now timings 10 am to 6 pm']","['location: islamabad a marketing firm required experienced dynamic male/ female having mba education', 'well versed with marketing of real estate prestigious projects', 'interested candidates may send their cv now timings  am to  pm']",location islamabad a marketing firm required experienced dynamic male female having mba education well versed with marketing of real estate prestigious projects interested candidates may send their cv now timings 10 am to 6 pm,2020-08,location islamabad a marketing firm required experienced dynamic male female having mba education well versed with marketing of real estate prestigious projects interested candidates may send their cv now timings 10 am to 6 pm,5,[],[],0,0,0,0,0,0,0.0,"Full Time Marketing Executive  Jobs in Pakistan Location: Islamabad
A marketing firm required experienced Dynamic Male/ Female having MBA Education, well versed with Marketing of Real Estate Prestigious Projects.
Interested candidates may send their CV now
Timings 10 AM to 6 PM Admin Jobs",0,1.8316933496140177e-28,location islamabad a marketing firm required experienced dynamic male female having mba education well versed with marketing of real estate prestigious projects interested candidates may send their cv now timings 10 am to 6 pm,['r'],"location islamabad
a marketing firm required experienced dynamic male female having mba education well versed with marketing of real estate prestigious projects
interested candidates may send their cv now
timings  am to  pm",5,37,3,120000
Full Time .Net / Wordpress Developer Jobs in Pakistan,Gallery Job,"Software Base Solutions, Pakistan",Full Time Job,2 Years Job Exp.,Computer Software Jobs,"Ability and willingness to learn &amp; adopt new technologiesWrite clean and scalable code.Team player, Good communication and interpersonal skillsAbility to perform under stress and aggressive deadlines.",Islamabad,2020-08-05,"['ability and willingness to learn &amp', 'adopt new technologieswrite clean and scalable code', 'team player', 'good communication and interpersonal skillsability to perform under stress and aggressive deadlines']","['ability and willingness to learn &amp', 'adopt new technologieswrite clean and scalable code', 'team player', 'good communication and interpersonal skillsability to perform under stress and aggressive deadlines']",ability and willingness to learn amp adopt new technologieswrite clean and scalable code team player good communication and interpersonal skillsability to perform under stress and aggressive deadlines,2020-08,ability and willingness to learn amp adopt new technologieswrite clean and scalable code team player good communication and interpersonal skillsability to perform under stress and aggressive deadlines,2,[],"['communication', 'interpersonal']",0,2,0,0,0,0,0.19999999999999998,"Full Time .Net / Wordpress Developer Jobs in Pakistan Ability and willingness to learn &amp; adopt new technologiesWrite clean and scalable code.Team player, Good communication and interpersonal skillsAbility to perform under stress and aggressive deadlines. Computer Software Jobs",0,2.7505921151860235e-11,ability and willingness to learn amp adopt new technologieswrite clean and scalable code team player good communication and interpersonal skillsability to perform under stress and aggressive deadlines,"['communication', 'r']",ability and willingness to learn amp adopt new technologieswrite clean and scalable codeteam player good communication and interpersonal skillsability to perform under stress and aggressive deadlines,2,37,20,95000
Full Time Executive Marketing & Sales Job in Pakistan,Normal Job,"Omar Jibran Engineering Industries, Pakistan",Full Time Job,3 Years Job Exp.,Healthcare Job,"Experience: 2 to 3 years of experience as Sales Representative in Medical or Hospital Field.Qualification: Bachelors (Science, Commerce or Arts)Salary: Rs30,000 to Rs35,000 per monthJob Type: Full-timeBenefits:Medical facilities upto one basic salary",Karachi,2020-08-05,"['experience: 2 to 3 years of experience as sales representative in medical or hospital field', 'qualification: bachelors (science', 'commerce or arts)salary: rs30', '000 to rs35', '000 per monthjob type: full-timebenefits:medical facilities upto one basic salary']","['experience:  to  years of experience as sales representative in medical or hospital field', 'qualification: bachelors (science', 'commerce or arts)salary: rs', 'to rs', 'per monthjob type: full-timebenefits:medical facilities upto one basic salary']",experience 2 to 3 years of experience as sales representative in medical or hospital field qualification bachelors science commerce or arts salary rs30 000 to rs35 000 per monthjob type full timebenefits medical facilities upto one basic salary,2020-08,experience 2 to 3 years of experience as sales representative in medical or hospital field qualification bachelors science commerce or arts salary rs30 000 to rs35 000 per monthjob type full-timebenefits medical facilities upto one basic salary,3,[],['sales'],0,1,0,0,0,0,0.075,"Full Time Executive Marketing & Sales Job in Pakistan Experience: 2 to 3 years of experience as Sales Representative in Medical or Hospital Field.Qualification: Bachelors (Science, Commerce or Arts)Salary: Rs30,000 to Rs35,000 per monthJob Type: Full-timeBenefits:Medical facilities upto one basic salary Healthcare Job",0,2.651602785179403e-34,experience 2 to 3 years of experience as sales representative in medical or hospital field qualification bachelors science commerce or arts salary rs30 000 to rs35 000 per monthjob type full timebenefits medical facilities upto one basic salary,['r'],experience  to  years of experience as sales representative in medical or hospital fieldqualification bachelors science commerce or artssalary rs to rs per monthjob type fulltimebenefitsmedical facilities upto one basic salary,3,43,43,90000
